ID,NAME,TYPE,SUBTYPE,CLASSTYPE,PWR,ACC,DEF,INI,AFFTYPE,AFFVALUE,SPECIAL,SKILL,MINLEVEL,RARITY,COST,REGION,REGION2,REGION3,REGION4,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE2,ATTRIBUTE3,DESC
177,Horned Spangenhelm,Helmet,HelmetD,Helm,100,-5,4,,Fire ,10,,,20,Very Rare,10560,Nordagh,,,,,,,,Fire Horned Spangenhelm
178,Horned Spangenhelm,Helmet,HelmetD,Helm,100,-5,4,,Water ,10,,,20,Very Rare,10560,Nordagh,,,,,,,,Water Horned Spangenhelm
179,Studded Wooden Shield,Shield,Shield,Light,107,-3,9,,Fire ,6,DamageReturnMedium,,11,Frequent,1166,Nordagh,,,,,,,,Fire Studded Wooden Shield
180,Studded Wooden Shield,Shield,Shield,Light,107,-3,9,,Water ,6,DamageReturnMedium,,11,Frequent,1166,Nordagh,,,,,,,,Water Studded Wooden Shield
181,Royal Garb,Armor,Armor,Dervish,66,,6,-12,Fire ,12,CrowdUP,,17,Unique,189244,Expanse,,,,Classspecific,,,,Fire Royal Garb
182,Royal Garb,Armor,Armor,Dervish,66,,6,-12,Water ,12,CrowdUP,,17,Unique,189244,Expanse,,,,Classspecific,,,,Water Royal Garb
183,Robe of Rebirth,Armor,Armor,Summoner,70,,6,-12,Fire ,20,AutoReviveHalf,,18,Unique,235224,Expanse,,,,Classspecific,,,,Fire Robe of Rebirth
184,Robe of Rebirth,Armor,Armor,Summoner,70,,6,-12,Water ,20,AutoReviveHalf,,18,Unique,235224,Expanse,,,,Classspecific,,,,Water Robe of Rebirth
185,Enforced Gallic,Helmet,HelmetE,Military,95,-5,4,,Fire ,8,,,19,Rare,9120,Expanse,,,,,,,,Fire Enforced Gallic
186,Enforced Gallic,Helmet,HelmetE,Military,95,-5,4,,Water ,8,,,19,Rare,9120,Expanse,,,,,,,,Water Enforced Gallic
187,Tower of Pain,Shield,Shield,Heavy,297,-5,15,,Fire ,18,FireDamageReturn,,20,Very Rare,11520,Expanse,,,,,,,,Fire Tower of Pain
188,Mirror Shield,Shield,Shield,Medium,199,-4,13,,Fire ,8,BlockAccDown,,18,Infrequent,4248,Expanse,,,,,,,,Fire Mirror Shield
189,Mirror Shield,Shield,Shield,Medium,199,-4,13,,Water ,8,BlockAccDown,,18,Infrequent,4248,Expanse,,,,,,,,Water Mirror Shield
190,Poison Barbed Shield,Shield,Shield,Medium,221,-5,15,,Water ,10,PoisonBlock,,20,Rare,5040,Expanse,,,,Unbreakable,,,,Water Poison Barbed Shield
191,Snakeskin Bow,Weapon,Bow,Plain,48,,-9,,Fire ,12,AddPoison,,16,Rare,52992,Expanse,,,,Animating,,,,Fire Snakeskin Bow
192,Snakeskin Bow,Weapon,Bow,Plain,48,,-9,,Water ,12,AddPoison,,16,Rare,52992,Expanse,,,,Animating,,,,Water Snakeskin Bow
193,Twin Vipers,Weapon,Sword,Dervish,46,15,-9,,Water ,12,AddPoison,,17,Very Rare,56916,Expanse,,,,Classspecific,,,,Water Twin Vipers
194,Dahshat,Weapon,Sword,Heavy,72,15,-10,,Water ,14,Confuse,,19,Very Rare,64638,Expanse,,,,,,,,Water Dahshat
195,Gungnir,Weapon,Javelin,Gungnir,60,99,-10,,Earth ,14,,,19,Unique,151438,Nordagh,,,,,,,,Earth Gungnir
196,Wing of Safat,Shield,Shield,Samnite,282,-5,14,,Air ,12,,,19,Unique,12464,Expanse,,,,Classspecific,,,,Air Wing of Safat
197,Diamond Shell,Armor,Armor,Heavy,91,,6,-12,,,AgilityUP,,20,Very Rare,152000,Expanse,,,,,,,,Diamond Shell
198,Spiked Fur Hat,Helmet,HelmetC,Archer,85,-5,4,,Air ,16,,,17,Unique,9520,Steppes,,,,Classspecific,,,,Air Spiked Fur Hat
199,Spiked Fur Hat,Helmet,HelmetC,Archer,85,-5,4,,Earth ,16,,,17,Unique,9520,Steppes,,,,Classspecific,,,,Earth Spiked Fur Hat
200,Spiked Fur Hat,Helmet,HelmetC,Archer,85,-5,4,,Fire ,16,,,17,Unique,9520,Steppes,,,,Classspecific,,,,Fire Spiked Fur Hat
201,Spiked Fur Hat,Helmet,HelmetC,Archer,85,-5,4,,Water ,16,,,17,Unique,9520,Steppes,,,,Classspecific,,,,Water Spiked Fur Hat
202,Lion's Fury,Weapon,Hammer,Medium,69,,-10,,Air ,18,,,20,Very Rare,48000,Steppes,,,,,,,,Air Lion's Fury
203,Lion's Fury,Weapon,Hammer,Medium,69,,-10,,Earth ,18,,,20,Very Rare,48000,Steppes,,,,,,,,Earth Lion's Fury
204,Lion's Fury,Weapon,Hammer,Medium,69,,-10,,Fire ,18,,,20,Very Rare,48000,Steppes,,,,,,,,Fire Lion's Fury
205,Lion's Fury,Weapon,Hammer,Medium,69,,-10,,Water ,18,,,20,Very Rare,48000,Steppes,,,,,,,,Water Lion's Fury
206,Zatoichi,Weapon,Sword,Medium,54,15,-10,,Fire ,16,Cripple,,19,Very Rare,55575,Steppes,,,,,,,,Fire Zatoichi
207,Zatoichi,Weapon,Sword,Medium,54,15,-10,,Water ,16,Cripple,,19,Very Rare,55575,Steppes,,,,,,,,Water Zatoichi
208,Dyed Cotton Toga,Armor,Armor,Arcane,46,,5,-10,Earth ,18,BeastEvade,,12,Infrequent,21120,Imperia,,,,,,,,Earth Dyed Cotton Toga
209,Razor Shield,Shield,Shield,Murmillo,194,-3,10,,Fire ,16,Bleeding,,13,Rare,13728,Imperia,,,,Unbreakable,Classspecific,,,Fire Razor Shield
210,Razor Shield,Shield,Shield,Murmillo,194,-3,10,,Water ,16,Bleeding,,13,Rare,13728,Imperia,,,,Unbreakable,Classspecific,,,Water Razor Shield
211,Veneficus,Weapon,Staff,Plain,42,12,-8,,Water ,12,Poison II,,14,Rare,59472,Imperia,,,,,,,,Water Veneficus
212,Tekuja Sikke,Helmet,Helmet,Dervish,95,-5,4,,Fire ,8,,,19,Very Rare,9424,Expanse,,,,Unbreakable,Classspecific,,,Fire Tekuja Sikke
213,Tekuja Sikke,Helmet,Helmet,Dervish,95,-5,4,,Water ,8,,,19,Very Rare,9424,Expanse,,,,Unbreakable,Classspecific,,,Water Tekuja Sikke
214,Tekuja Axe,Weapon,Axe,TwoHanded,84,10,-10,,Fire ,16,,,20,Very Rare,57600,Expanse,,,,,,,,Fire Tekuja Axe
215,Tekuja Axe,Weapon,Axe,TwoHanded,84,10,-10,,Water ,16,,,20,Very Rare,57600,Expanse,,,,,,,,Water Tekuja Axe
216,Tekuja Hammer,Weapon,Hammer,TwoHanded,92,,-10,,Fire ,16,,,20,Very Rare,54000,Expanse,,,,,,,,Fire Tekuja Hammer
217,Tekuja Hammer,Weapon,Hammer,TwoHanded,92,,-10,,Water ,16,,,20,Very Rare,54000,Expanse,,,,,,,,Water Tekuja Hammer
218,Tawuus,Weapon,Spear,Heavy,76,8,-10,,Fire ,8,,,20,Very Rare,32400,Expanse,,,,,,,,Fire Tawuus
219,Tawuus,Weapon,Spear,Heavy,76,8,-10,,Water ,8,,,20,Very Rare,32400,Expanse,,,,,,,,Water Tawuus
220,Tekuja Sword,Weapon,Sword,TwoHanded,76,15,-10,,Fire ,16,,,20,Very Rare,48600,Expanse,,,,,,,,Fire Tekuja Sword
221,Tekuja Sword,Weapon,Sword,TwoHanded,76,15,-10,,Water ,16,,,20,Very Rare,48600,Expanse,,,,,,,,Water Tekuja Sword
222,Spiked Round Shield,Shield,Shield,Medium,91,-2,7,,Earth ,4,DamageReturnLight,,8,Frequent,1600,Steppes,,,,,,,,Earth Spiked Round Shield
223,Spiked Round Shield,Shield,Shield,Medium,91,-2,7,,Water ,4,DamageReturnLight,,8,Frequent,1600,Steppes,,,,,,,,Water Spiked Round Shield
224,Full Del,Armor,Armor,Arcane,50,,5,-10,Air ,20,DoubleFrontProtection,,13,Infrequent,23712,Steppes,,,,,,,,Air Full Del
225,Full Del,Armor,Armor,Arcane,50,,5,-10,Earth ,20,DoubleFrontProtection,,13,Infrequent,23712,Steppes,,,,,,,,Earth Full Del
226,Wizard's Cloak,Armor,Armor,Arcane,58,,5,-10,Air ,20,MagicUP,,15,Rare,27840,Expanse,,,,,,,,Air Wizard's Cloak
227,Wizard's Cloak,Armor,Armor,Arcane,58,,5,-10,Earth ,20,MagicUP,,15,Rare,27840,Expanse,,,,,,,,Earth Wizard's Cloak
228,Studded Wooden Shield,Shield,Shield,Light,107,-3,9,,Air ,6,DamageReturnMedium,,11,Frequent,1166,Nordagh,,,,,,,,Air Studded Wooden Shield
229,Studded Wooden Shield,Shield,Shield,Light,107,-3,9,,Earth ,6,DamageReturnMedium,,11,Frequent,1166,Nordagh,,,,,,,,Earth Studded Wooden Shield
230,Razor Shield,Shield,Shield,Murmillo,194,-3,10,,Air ,16,Bleeding,,13,Rare,13728,Imperia,,,,Unbreakable,Classspecific,,,Air Razor Shield
231,Razor Shield,Shield,Shield,Murmillo,194,-3,10,,Earth ,16,Bleeding,,13,Rare,13728,Imperia,,,,Unbreakable,Classspecific,,,Earth Razor Shield
232,Teres Moles,Shield,Shield,Murmillo,165,,9,,Air ,14,,,11,Infrequent,7920,Imperia,,,,Unbreakable,Classspecific,,,Air Teres Moles
233,Dark Bwaag Scaap Dark,Shield,Shield,Undead,156,-3,10,,Dark ,10,,,14,Infrequent,8736,Nordagh,,,,Classspecific,,,,Dark Bwaag Scaap Dark
234,Zatoichi,Weapon,Sword,Medium,54,15,-10,,Air ,16,Cripple,,19,Very Rare,55575,Steppes,,,,,,,,Air Zatoichi
235,Zatoichi,Weapon,Sword,Medium,54,15,-10,,Earth ,16,Cripple,,19,Very Rare,55575,Steppes,,,,,,,,Earth Zatoichi
236,Thief's Clothing,Armor,Armor,Bandit,46,5,5,-10,,,AgilityUP,,12,Unique,116160,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Thief's Clothing
237,Double Leather,Armor,Armor,Barbarian,43,2,4,-10,Air ,10,,,11,Common,69212,Steppes,,,,,,,,Air Double Leather
238,Double Leather,Armor,Armor,Barbarian,43,2,4,-10,Earth ,10,,,11,Common,69212,Steppes,,,,,,,,Earth Double Leather
239,Double Leather,Armor,Armor,Barbarian,43,2,4,-10,Fire ,10,,,11,Common,69212,Steppes,,,,,,,,Fire Double Leather
240,Double Leather,Armor,Armor,Barbarian,43,2,4,-10,Water ,10,,,11,Common,69212,Steppes,,,,,,,,Water Double Leather
241,Ringed Diadem,Helmet,HelmetA,Diadem,65,-4,3,,Earth ,14,,,13,Rare,7488,Expanse,,,,,,,,Earth Ringed Diadem
242,Gungnir,Weapon,Javelin,Gungnir,60,99,-10,,Air ,14,,,19,Unique,151438,Nordagh,,,,,,,,Air Gungnir
243,Clypeus,Shield,Shield,Legionnaire,290,-5,14,,,,AlwaysFace,,19,Unique,14896,Imperia,,,,Classspecific,,,,Clypeus
244,Spine Staff,Weapon,Staff,MongrelShaman,54,15,-9,,Earth ,20,Blind,,18,Unique,85536,Expanse,Imperia,,,Classspecific,,,,Earth Spine Staff
245,Phalanx,Weapon,Sword,Centurion,16,15,-10,,,,AlwaysFace,,19,Unique,46170,,,,,Classspecific,,,,Phalanx
246,King's Armor,Armor,Armor,Urlan,82,,8,-12,,,AffinityX2,,20,Unique,174240,Nordagh,,,,Tracked,Unsellable,Classspecific,,King's Armor
247,Light Treanid,Armor,Armor,Valkyrie,82,5,8,-12,Light ,10,HPUP,,20,Unique,246840,,,,,Unsellable,Classspecific,,,Light Treanid
248,Light Iolair,Helmet,Helmet,Valkyrie,100,-1,6,,Light ,10,MagicDefUP,,1,Unique,880,,,,,Tracked,Unsellable,Unbreakable,Classspecific,Light Iolair
249,Barbarian's Pride,Helmet,HelmetD,Urlan,100,-5,6,,,,HPUP,,20,Unique,13120,Nordagh,,,,Tracked,Unsellable,Unbreakable,Classspecific,Barbarian's Pride
250,Munio's Helmet,Helmet,HelmetE,Valens,100,-5,4,,,,MoveToAttackUP,,20,Unique,12480,Imperia,,,,Unsellable,Unbreakable,Classspecific,,Munio's Helmet
251,Light Fendeil,Shield,Shield,Valkyrie,221,,15,,Light ,10,NegateCritical,,20,Unique,20800,,,,,Unsellable,Unbreakable,Classspecific,,Light Fendeil
252,Orin's Axe,Weapon,Axe,Urlan,84,10,-10,,,,AffinityX2,,20,Unique,57600,Nordagh,,,,Tracked,Unsellable,Classspecific,,Orin's Axe
253,Light Feighona's Sword,Weapon,Sword,Valkyrie,67,15,-8,,Light ,30,StrengthUP,,20,Unique,83160,,,,,Unsellable,Classspecific,,,Light Feighona's Sword
254,Brimmed Corinthian Helmet,Helmet,HelmetE,Legionnaire,100,-5,4,,Water ,12,,,19,Unique,9424,Imperia,,,,Classspecific,,,,Water Brimmed Corinthian Helmet
255,Anklet of Oasis,Accessory,Anklet,plain,0,,,,Water ,10,,,1,Rare,1188,Expanse,,,,,,,,Water Anklet of Oasis
256,Anklet of Will,Accessory,Anklet,plain,0,,,,,,NegateCharmConfusion,,1,Rare,6192,Imperia,,,,,,,,Anklet of Will
257,Chain Anklet,Accessory,Anklet,plain,0,,,,,,HPUP,,1,Infrequent,3024,Nordagh,,,,,,,,Chain Anklet
258,Dark Ivory Anklet,Accessory,Anklet,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Steppes,,,,,,,,Dark Ivory Anklet
259,Desert Viper,Accessory,Anklet,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Expanse,,,,,,,,Desert Viper
260,Earthen Anklet,Accessory,Anklet,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Earthen Anklet
261,Jeweled Anklet,Accessory,Anklet,plain,0,,,,,,AffinityX2,,1,Very Rare,12672,Expanse,,,,,,,,Jeweled Anklet
262,Lace Anklet,Accessory,Anklet,plain,0,,,,Air ,10,,,1,Rare,1188,Imperia,,,,,,,,Air Lace Anklet
263,Light Golden Anklet,Accessory,Anklet,plain,0,,,,Light ,10,,,1,Rare,1188,Expanse,,,,,,,,Light Golden Anklet
264,Mark of Rank,Accessory,Anklet,plain,0,,,,,,NegateStun,,1,Frequent,14760,Expanse,,,,,,,,Mark of Rank
265,Myth of the Sands,Accessory,Anklet,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Expanse,,,,,,,,Myth of the Sands
266,Queen's Anklet,Accessory,Anklet,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Expanse,,,,,,,,Queen's Anklet
267,Scarlet Anklet,Accessory,Anklet,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Scarlet Anklet
268,Silken Anklet,Accessory,Anklet,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Steppes,,,,,,,,Silken Anklet
269,Steel Anklet,Accessory,Anklet,plain,0,,5,,,,,,1,Infrequent,7776,Steppes,,,,,,,,Steel Anklet
270,Tekuja Anklet,Accessory,Anklet,plain,0,,,,,,BoostPP,,1,Common,5760,Expanse,,,,,,,,Tekuja Anklet
271,Birch Armband,Accessory,Armband,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Birch Armband
272,Brute's Armband,Accessory,Armband,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Expanse,,,,,,,,Brute's Armband
273,Chainmail Armband,Accessory,Armband,plain,0,,,,,,HPUP,,1,Infrequent,3024,Imperia,,,,,,,,Chainmail Armband
274,Dark Bone Armband,Accessory,Armband,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Bone Armband
275,Feathered Armband,Accessory,Armband,plain,0,,,,Air ,10,,,1,Rare,1188,Steppes,,,,,,,,Air Feathered Armband
276,Fur Armband,Accessory,Armband,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Nordagh,,,,,,,,Fur Armband
277,Insignia Band,Accessory,Armband,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Expanse,,,,,,,,Insignia Band
278,Leather Armband,Accessory,Armband,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Nordagh,,,,,,,,Leather Armband
279,Light Woven Armband,Accessory,Armband,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Woven Armband
280,Plated Armband,Accessory,Armband,plain,0,,5,,,,,,1,Infrequent,7776,Imperia,,,,,,,,Plated Armband
281,Revenge Armband,Accessory,Armband,plain,0,,,,,,DoubleCounter,,1,Very Rare,15840,Nordagh,,,,,,,,Revenge Armband
282,Silken Armband,Accessory,Armband,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Steppes,,,,,,,,Silken Armband
283,Snakeskin Armband,Accessory,Armband,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Snakeskin Armband
284,Soldier's Armband,Accessory,Armband,plain,0,,,,,,AlwaysFace,,1,Infrequent,9072,Imperia,,,,,,,,Soldier's Armband
285,Steel Armband,Accessory,Armband,plain,0,,,,Water ,10,,,1,Rare,1188,Expanse,,,,,,,,Water Steel Armband
286,Thief's Armband,Accessory,Armband,plain,0,,,,,,SpecialRewards,,1,Very Rare,9504,Steppes,,,,,,,,Thief's Armband
287,Archer's Belt,Accessory,Belt,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Steppes,,,,,,,,Archer's Belt
288,Assassin's Belt,Accessory,Belt,plain,0,,,,,,AmbushUP,,1,Very Rare,3168,Expanse,,,,,,,,Assassin's Belt
289,Belt of Willpower,Accessory,Belt,plain,0,,,,,,NegateCharmConfusion,,1,Rare,6192,Imperia,,,,,,,,Belt of Willpower
290,Chain Belt,Accessory,Belt,plain,0,,,,,,HPUP,,1,Infrequent,3024,Nordagh,,,,,,,,Chain Belt
291,Dark Dark Belt,Accessory,Belt,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Dark Belt
292,Fisherman's Belt,Accessory,Belt,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Fisherman's Belt
293,Leather Belt,Accessory,Belt,plain,0,,5,,,,,,1,Infrequent,7776,Nordagh,,,,,,,,Leather Belt
294,Light Temple Belt,Accessory,Belt,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Temple Belt
295,Magic Belt,Accessory,Belt,plain,0,,,,,,MagicUP,,1,Infrequent,3024,Expanse,,,,,,,,Magic Belt
296,Master's Belt,Accessory,Belt,plain,0,,,,,,RangeUP,,1,Very Rare,19008,Steppes,,,,,,,,Master's Belt
297,Nomad's Belt,Accessory,Belt,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Steppes,,,,,,,,Nomad's Belt
298,Quarryman's Belt,Accessory,Belt,plain,0,,,,Earth ,10,,,1,Rare,1188,Expanse,,,,,,,,Earth Quarryman's Belt
299,Rider's Belt,Accessory,Belt,plain,0,,,,Air ,10,,,1,Rare,1188,Steppes,,,,,,,,Air Rider's Belt
300,Scarlet Belt,Accessory,Belt,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Scarlet Belt
301,Silk Belt,Accessory,Belt,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Steppes,,,,,,,,Silk Belt
302,Soul Belt,Accessory,Belt,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Expanse,,,,,,,,Soul Belt
303,Amazon's Bracelet,Accessory,Bracelet,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Imperia,,,,,,,,Amazon's Bracelet
304,Bracelet of Force,Accessory,Bracelet,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Nordagh,,,,,,,,Bracelet of Force
305,Bronze Bracelet,Accessory,Bracelet,plain,0,,,,Air ,10,,,1,Rare,1188,Imperia,,,,,,,,Air Bronze Bracelet
306,Dark Bone Bracelet,Accessory,Bracelet,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Nordagh,,,,,,,,Dark Bone Bracelet
307,Gold Bracelet,Accessory,Bracelet,plain,0,,,,,,HPUP,,1,Infrequent,3024,Expanse,,,,,,,,Gold Bracelet
308,Jeweled Bracelet,Accessory,Bracelet,plain,0,,,,,,AffinityX2,,1,Very Rare,12672,Expanse,,,,,,,,Jeweled Bracelet
309,Leather Bracelet,Accessory,Bracelet,plain,0,,5,,,,,,1,Infrequent,7776,Nordagh,,,,,,,,Leather Bracelet
310,Light Woven Bracelet,Accessory,Bracelet,plain,0,,,,Light ,10,,,1,Rare,1188,Nordagh,,,,,,,,Light Woven Bracelet
311,Magical Bracelet,Accessory,Bracelet,plain,0,,,,,,MagicUP,,1,Infrequent,3024,Expanse,,,,,,,,Magical Bracelet
312,Mythical Bracelet,Accessory,Bracelet,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Imperia,,,,,,,,Mythical Bracelet
313,Ornate Bracelet,Accessory,Bracelet,plain,0,,,,,,BoostPP,,1,Common,5760,Imperia,,,,,,,,Ornate Bracelet
314,Pretty Bracelet,Accessory,Bracelet,plain,0,,,,,,EvadeMaleUP,,1,Frequent,14760,Steppes,,,,,,,,Pretty Bracelet
315,Steel Bracelet,Accessory,Bracelet,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Steel Bracelet
316,Steppes Bracelet,Accessory,Bracelet,plain,0,,,,,,RangeUP,,1,Very Rare,19008,Steppes,,,,,,,,Steppes Bracelet
317,Stone Bracelet,Accessory,Bracelet,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Stone Bracelet
318,Vermillion Bracelet,Accessory,Bracelet,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Vermillion Bracelet
319,Bronze Nosering,Accessory,Bullring,plain,0,,,,Air ,10,,,1,Rare,1188,Imperia,,,,,,,,Air Bronze Nosering
320,Bull Ring,Accessory,Bullring,plain,0,,,,,,StrengthUP,,1,Infrequent,12096,Imperia,,,,,,,,Bull Ring
321,Dark Bone Nosering,Accessory,Bullring,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Bone Nosering
322,Gold Nosering,Accessory,Bullring,plain,0,,,,,,BoostPP,,1,Common,7200,Expanse,,,,,,,,Gold Nosering
323,Heavy Nosering,Accessory,Bullring,plain,0,,,,,,HPUP,,1,Infrequent,6048,Steppes,,,,,,,,Heavy Nosering
324,Jeweled Nosering,Accessory,Bullring,plain,0,,,,,,AffinityX2,,1,Very Rare,12672,Expanse,,,,,,,,Jeweled Nosering
325,Light Glass Nosering,Accessory,Bullring,plain,0,,,,Light ,10,,,1,Rare,1188,Nordagh,,,,,,,,Light Glass Nosering
326,Linked Nosering,Accessory,Bullring,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Nordagh,,,,,,,,Linked Nosering
327,Polished Nosering,Accessory,Bullring,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,7560,Steppes,,,,,,,,Polished Nosering
328,Soul Ring,Accessory,Bullring,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Steppes,,,,,,,,Soul Ring
329,Steel Nosering,Accessory,Bullring,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Steel Nosering
330,Stone Nosering,Accessory,Bullring,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Stone Nosering
331,Studded Nosering,Accessory,Bullring,plain,0,,,,,,NegateStun,,1,Frequent,5904,Nordagh,,,,,,,,Studded Nosering
332,Thorned Nosering,Accessory,Bullring,plain,0,,,,,,NegateCharmConfusion,,1,Rare,7740,Nordagh,,,,,,,,Thorned Nosering
333,Titanium Nosering,Accessory,Bullring,plain,0,,5,,,,,,1,Infrequent,11664,Expanse,,,,,,,,Titanium Nosering
334,Vermillion Nosering,Accessory,Bullring,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Vermillion Nosering
335,Amber Gemstone,Accessory,Charm,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,3024,Nordagh,,,,,,,,Amber Gemstone
336,Aquamarine Shard,Accessory,Charm,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Aquamarine Shard
337,Cat's Eye,Accessory,Charm,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Steppes,,,,,,,,Cat's Eye
338,Crystal Ball,Accessory,Charm,plain,0,,,,,,MagicDefUP,,1,Infrequent,9072,Expanse,,,,,,,,Crystal Ball
339,Dark Voodoo Doll,Accessory,Charm,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Voodoo Doll
340,Eye of the Gods,Accessory,Charm,plain,0,,,,,,AffinityX2,,1,Very Rare,9504,Expanse,,,,,,,,Eye of the Gods
341,Heart Star,Accessory,Charm,plain,0,,,,,,HPUP,,1,Infrequent,3024,Imperia,,,,,,,,Heart Star
342,Knuckle Bones,Accessory,Charm,plain,0,,,,,,BoostPP,,1,Common,5760,Nordagh,,,,,,,,Knuckle Bones
343,Light Ankh,Accessory,Charm,plain,0,,,,Light ,10,,,1,Rare,1188,Expanse,,,,,,,,Light Ankh
344,Lucky Charm,Accessory,Charm,plain,0,,,,,,NegateCritical,,1,Infrequent,15120,Imperia,,,,,,,,Lucky Charm
345,Moon Charm,Accessory,Charm,plain,0,,,,,,MagicUP,,1,Infrequent,3024,Steppes,,,,,,,,Moon Charm
346,Ruby Earrings,Accessory,Charm,plain,0,,,,Fire ,10,,,1,Rare,1188,Expanse,,,,,,,,Fire Ruby Earrings
347,Scarab Beetle,Accessory,Charm,plain,0,,5,,,,,,1,Infrequent,7776,Expanse,,,,,,,,Scarab Beetle
348,Talisman,Accessory,Charm,plain,0,,,,,,MagicStrengthUP,,1,Infrequent,6048,Nordagh,,,,,,,,Talisman
349,Talon of Safat,Accessory,Charm,plain,0,,,,Air ,10,,,1,Rare,1188,Expanse,,,,,,,,Air Talon of Safat
350,Worm of Orion,Accessory,Charm,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Worm of Orion
351,Battle Collar,Accessory,Collar,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Imperia,,,,,,,,Battle Collar
352,Chain Collar,Accessory,Collar,plain,0,,,,,,HPUP,,1,Infrequent,3024,Nordagh,,,,,,,,Chain Collar
353,Collar of Force,Accessory,Collar,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Imperia,,,,,,,,Collar of Force
354,Collar of Spite,Accessory,Collar,plain,0,,,,,,CounterHalf,,1,Very Rare,6336,Expanse,,,,,,,,Collar of Spite
355,Dark Black Band,Accessory,Collar,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Black Band
356,Dragon's Choker,Accessory,Collar,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Dragon's Choker
357,Guard's Band,Accessory,Collar,plain,0,,,,,,NegateCharmConfusion,,1,Rare,6192,Imperia,,,,,,,,Guard's Band
358,Iron Choker,Accessory,Collar,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Nordagh,,,,,,,,Iron Choker
359,Leather Collar,Accessory,Collar,plain,0,,5,,,,,,1,Infrequent,7776,Steppes,,,,,,,,Leather Collar
360,Light Halter of Light,Accessory,Collar,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Halter of Light
361,Mad Choker,Accessory,Collar,plain,0,,,,,,BerserkON,,1,Common,2880,Nordagh,,,,,,,,Mad Choker
362,Ornamental Collar,Accessory,Collar,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Expanse,,,,,,,,Ornamental Collar
363,Silken Collar,Accessory,Collar,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Steppes,,,,,,,,Silken Collar
